transaction_id,customer_id,transaction_date,product_category,product_name,quantity,unit_price,total_amount,currency,payment_method,payment_status,shipping_cost,tax_amount,discount_amount,order_source,customer_segment,source,extracted_at
TXN_20251001_002617,VN_CUST_000333,2025-08-23T21:55:24.603720,Mobile,Electronics Product 3757,3,1342.52,4326.99,USD,Cash,Pending,6.39,322.2,29.16,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603727
TXN_20251001_002618,VN_CUST_000320,2025-08-13T21:55:24.603733,Computing,Electronics Product 6155,5,1881.69,10159.15,USD,Cash,Completed,32.89,752.68,34.87,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603740
TXN_20251001_002619,VN_CUST_000832,2025-07-24T21:55:24.603747,Audio,Electronics Product 9464,5,99.37,536.13,USD,Cash,Completed,39.28,39.75,39.75,Store,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603755
TXN_20251001_002620,CUST_00000428,2025-08-27T21:55:24.603761,Electronics,Electronics Product 8084,3,710.98,2278.27,USD,PayPal,Completed,22.87,170.64,48.18,Store,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603769
TXN_20251001_002621,VN_CUST_000289,2025-03-11T21:55:24.603776,Gaming,Electronics Product 5011,1,1018.71,1016.67,USD,Bank Transfer,Failed,9.26,81.5,92.8,Phone,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603787
TXN_20251001_002622,CUST_00000020,2025-09-20T21:55:24.603796,Audio,Electronics Product 4220,1,252.16,267.08,USD,PayPal,Completed,34.22,20.17,39.47,Store,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603804
TXN_20251001_002623,CUST_00000010,2024-10-01T21:55:24.603810,Computing,Electronics Product 6304,2,209.12,473.0,USD,PayPal,Completed,40.91,33.46,19.61,Web,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603818
TXN_20251001_002624,VN_CUST_000022,2025-03-06T21:55:24.603825,Computing,Electronics Product 9798,2,546.3,1188.96,USD,PayPal,Failed,27.33,87.41,18.38,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603835
TXN_20251001_002625,VN_CUST_000957,2025-01-01T21:55:24.603843,Gaming,Electronics Product 7347,2,1963.42,4196.89,USD,Credit Card,Pending,33.33,314.15,77.43,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603855
TXN_20251001_002626,VN_CUST_000406,2025-05-24T21:55:24.603863,Audio,Electronics Product 9488,5,678.04,3609.35,USD,Credit Card,Completed,27.66,271.22,79.73,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603873
TXN_20251001_002627,CUST_00000527,2025-09-23T21:55:24.603880,Computing,Electronics Product 3661,2,664.19,1355.61,USD,Credit Card,Pending,10.47,106.27,89.51,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603888
TXN_20251001_002628,CUST_00000250,2025-07-04T21:55:24.603896,Gaming,Electronics Product 2966,3,918.57,2992.27,USD,Bank Transfer,Completed,38.1,220.46,22.0,Phone,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603904
TXN_20251001_002629,VN_CUST_000886,2024-12-12T21:55:24.603911,Mobile,Electronics Product 8568,5,876.13,4735.24,USD,PayPal,Failed,15.53,350.45,11.39,Store,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603919
TXN_20251001_002630,VN_CUST_000450,2025-06-26T21:55:24.603926,Mobile,Electronics Product 3979,3,58.68,158.94,USD,Credit Card,Completed,48.37,14.08,79.55,Web,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603934
TXN_20251001_002631,VN_CUST_000407,2025-09-29T21:55:24.603941,Gaming,Electronics Product 7055,2,95.81,205.11,USD,PayPal,Completed,14.44,15.33,16.28,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603950
TXN_20251001_002632,VN_CUST_000726,2025-03-13T21:55:24.603957,Mobile,Electronics Product 7842,1,1216.5,1311.3,USD,Credit Card,Completed,11.45,97.32,13.97,Store,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603965
TXN_20251001_002633,CUST_00000043,2025-02-14T21:55:24.603972,Mobile,Electronics Product 7112,2,1026.22,2187.01,USD,PayPal,Pending,23.29,164.2,52.92,Phone,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603982
TXN_20251001_002634,VN_CUST_000416,2024-11-08T21:55:24.603990,Mobile,Electronics Product 6113,3,963.86,3085.71,USD,Cash,Completed,40.06,231.33,77.26,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.603998
TXN_20251001_002635,VN_CUST_000136,2025-09-23T21:55:24.604005,Gaming,Electronics Product 5463,4,1981.93,8534.76,USD,Cash,Pending,26.39,634.22,53.57,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604016
TXN_20251001_002636,CUST_00000782,2025-09-03T21:55:24.604023,Mobile,Electronics Product 3620,2,1136.9,2460.42,USD,Credit Card,Failed,33.03,181.9,28.31,Store,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604032
TXN_20251001_002637,CUST_00000201,2025-07-20T21:55:24.604039,Gaming,Electronics Product 6302,5,1954.88,10486.1,USD,Cash,Failed,15.11,781.95,85.36,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604046
TXN_20251001_002638,VN_CUST_000273,2024-12-15T21:55:24.604055,Computing,Electronics Product 2190,4,989.25,4260.76,USD,Cash,Pending,12.27,316.56,25.07,Mobile App,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604063
TXN_20251001_002639,VN_CUST_000867,2025-01-26T21:55:24.604070,Electronics,Electronics Product 7796,4,899.65,3890.56,USD,Bank Transfer,Failed,20.05,287.89,15.98,Phone,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604078
TXN_20251001_002640,VN_CUST_000569,2025-08-07T21:55:24.604085,Computing,Electronics Product 9750,5,1816.08,9775.42,USD,Cash,Completed,31.73,726.43,63.14,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604092
TXN_20251001_002641,VN_CUST_000967,2024-10-24T21:55:24.604098,Gaming,Electronics Product 3907,2,1767.58,3780.32,USD,PayPal,Failed,15.52,282.81,53.17,Mobile App,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604103
TXN_20251001_002642,CUST_00000833,2024-11-15T21:55:24.604108,Electronics,Electronics Product 9300,3,108.68,316.45,USD,Cash,Pending,21.83,26.08,57.5,Store,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604113
TXN_20251001_002643,CUST_00000429,2025-07-03T21:55:24.604118,Gaming,Electronics Product 4249,1,1896.54,2011.62,USD,Credit Card,Pending,41.88,151.72,78.52,Web,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604123
TXN_20251001_002644,VN_CUST_000181,2025-04-04T21:55:24.604130,Mobile,Electronics Product 9588,3,1037.77,3312.35,USD,PayPal,Failed,19.6,249.06,69.62,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604137
TXN_20251001_002645,VN_CUST_000278,2025-04-05T21:55:24.604144,Gaming,Electronics Product 3046,5,890.98,4735.47,USD,PayPal,Pending,19.42,356.39,95.24,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604152
TXN_20251001_002646,CUST_00000915,2025-04-02T21:55:24.604157,Computing,Electronics Product 3181,5,1614.29,8683.51,USD,Credit Card,Failed,13.94,645.72,47.6,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604162
TXN_20251001_002647,VN_CUST_000666,2025-06-06T21:55:24.604166,Computing,Electronics Product 5511,2,842.06,1759.15,USD,Bank Transfer,Completed,12.47,134.73,72.17,Mobile App,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604171
TXN_20251001_002648,VN_CUST_000990,2025-03-07T21:55:24.604176,Gaming,Electronics Product 1565,1,1425.02,1479.93,USD,Credit Card,Pending,12.35,114.0,71.44,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604181
TXN_20251001_002649,VN_CUST_000353,2024-10-21T21:55:24.604186,Gaming,Electronics Product 9778,2,1605.24,3452.03,USD,Cash,Completed,18.24,256.84,33.53,Phone,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604192
TXN_20251001_002650,CUST_00000872,2025-03-09T21:55:24.604196,Mobile,Electronics Product 4747,5,1329.99,7197.81,USD,Credit Card,Completed,38.34,532.0,22.48,Web,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604201
TXN_20251001_002651,VN_CUST_000346,2025-03-31T21:55:24.604206,Gaming,Electronics Product 6214,4,902.34,3887.93,USD,Bank Transfer,Failed,11.48,288.75,21.66,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604211
TXN_20251001_002652,VN_CUST_000713,2024-10-08T21:55:24.604216,Mobile,Electronics Product 5981,2,831.02,1766.65,USD,Credit Card,Failed,22.73,132.96,51.08,Phone,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604221
TXN_20251001_002653,VN_CUST_000498,2024-10-26T21:55:24.604226,Computing,Electronics Product 9750,2,1600.31,3431.86,USD,PayPal,Failed,18.22,256.05,43.03,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604232
TXN_20251001_002654,VN_CUST_000013,2025-03-31T21:55:24.604236,Mobile,Electronics Product 4137,2,979.02,2061.96,USD,Bank Transfer,Failed,45.22,156.64,97.94,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604245
TXN_20251001_002655,CUST_00000907,2025-06-15T21:55:24.604256,Mobile,Electronics Product 6496,3,1379.3,4454.01,USD,PayPal,Completed,6.65,331.03,21.57,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604267
TXN_20251001_002656,CUST_00000293,2025-03-17T21:55:24.604275,Computing,Electronics Product 6404,4,917.08,3972.6,USD,Credit Card,Failed,19.78,293.47,8.97,Web,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604283
TXN_20251001_002657,CUST_00000892,2025-02-09T21:55:24.604292,Gaming,Electronics Product 4817,3,1564.27,5078.36,USD,Bank Transfer,Pending,24.5,375.42,14.37,Store,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604302
TXN_20251001_002658,VN_CUST_000695,2025-08-16T21:55:24.604310,Mobile,Electronics Product 8452,2,1490.4,3193.21,USD,PayPal,Pending,47.17,238.46,73.22,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604319
TXN_20251001_002659,VN_CUST_000490,2025-04-23T21:55:24.604325,Computing,Electronics Product 4468,2,246.96,482.73,USD,PayPal,Pending,27.34,39.51,78.04,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604332
TXN_20251001_002660,VN_CUST_000415,2025-02-26T21:55:24.604339,Gaming,Electronics Product 1024,2,1203.73,2589.69,USD,Bank Transfer,Completed,10.84,192.6,21.21,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604345
TXN_20251001_002661,CUST_00000831,2025-05-25T21:55:24.604350,Mobile,Electronics Product 6302,4,75.08,283.86,USD,Bank Transfer,Completed,6.53,24.03,47.02,Phone,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604355
TXN_20251001_002662,CUST_00000380,2024-10-10T21:55:24.604365,Computing,Electronics Product 4181,1,1123.21,1202.9,USD,Credit Card,Pending,11.01,89.86,21.18,Store,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604371
TXN_20251001_002663,VN_CUST_000750,2024-11-03T21:55:24.604376,Gaming,Electronics Product 4810,2,1737.71,3732.84,USD,Cash,Failed,41.56,278.03,62.17,Phone,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604382
TXN_20251001_002664,VN_CUST_000919,2024-11-17T21:55:24.604386,Mobile,Electronics Product 8639,4,483.11,2096.1,USD,Cash,Completed,35.97,154.6,26.91,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604392
TXN_20251001_002665,CUST_00000515,2025-03-22T21:55:24.604397,Computing,Electronics Product 4195,3,1829.17,5885.6,USD,Cash,Completed,31.25,439.0,72.16,Mobile App,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604403
TXN_20251001_002666,CUST_00000208,2025-03-06T21:55:24.604409,Audio,Electronics Product 6475,3,1876.49,6063.51,USD,Credit Card,Pending,40.08,450.36,56.4,Web,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604414
TXN_20251001_002667,VN_CUST_000592,2025-06-25T21:55:24.604421,Computing,Electronics Product 5564,4,1527.22,6545.83,USD,Bank Transfer,Failed,15.65,488.71,67.41,Web,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604426
TXN_20251001_002668,CUST_00000509,2024-11-15T21:55:24.604433,Computing,Electronics Product 2159,4,440.06,1887.7,USD,Cash,Failed,37.43,140.82,50.79,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604440
TXN_20251001_002669,CUST_00000212,2024-10-01T21:55:24.604446,Mobile,Electronics Product 2216,1,1236.54,1261.69,USD,Credit Card,Pending,25.73,98.92,99.5,Web,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604453
TXN_20251001_002670,VN_CUST_000461,2025-09-08T21:55:24.604459,Gaming,Electronics Product 9988,1,109.66,89.46,USD,Cash,Completed,32.16,8.77,61.13,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604465
TXN_20251001_002671,VN_CUST_000446,2024-10-22T21:55:24.604472,Gaming,Electronics Product 7420,4,938.18,4019.24,USD,Credit Card,Failed,12.73,300.22,46.43,Store,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604480
TXN_20251001_002672,VN_CUST_000982,2025-03-22T21:55:24.604487,Computing,Electronics Product 4903,4,1631.28,7076.71,USD,Credit Card,Failed,33.22,522.01,3.64,Store,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604494
TXN_20251001_002673,VN_CUST_000974,2024-12-22T21:55:24.604500,Mobile,Electronics Product 8262,5,594.71,3202.15,USD,PayPal,Completed,21.18,237.88,30.46,Web,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604507
TXN_20251001_002674,VN_CUST_000639,2025-09-15T21:55:24.604512,Mobile,Electronics Product 9422,3,1087.27,3477.2,USD,Cash,Pending,26.2,260.94,71.75,Mobile App,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604519
TXN_20251001_002675,VN_CUST_000913,2025-03-24T21:55:24.604527,Audio,Electronics Product 8973,5,645.34,3488.31,USD,Credit Card,Pending,35.24,258.14,31.77,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604533
TXN_20251001_002676,VN_CUST_000333,2025-01-09T21:55:24.604538,Audio,Electronics Product 5015,1,898.82,986.96,USD,Credit Card,Completed,46.09,71.91,29.86,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604543
TXN_20251001_002677,CUST_00000596,2025-03-21T21:55:24.604549,Mobile,Electronics Product 4782,1,402.75,444.75,USD,PayPal,Failed,40.07,32.22,30.29,Phone,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604554
TXN_20251001_002678,VN_CUST_000552,2025-02-26T21:55:24.604559,Mobile,Electronics Product 5766,5,223.99,1148.98,USD,Bank Transfer,Failed,22.18,89.6,82.75,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604563
TXN_20251001_002679,CUST_00000930,2025-05-05T21:55:24.604568,Gaming,Electronics Product 6044,2,1994.67,4301.41,USD,Credit Card,Pending,23.2,319.15,30.28,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604573
TXN_20251001_002680,VN_CUST_000448,2024-12-26T21:55:24.604577,Computing,Electronics Product 3470,4,667.73,2854.22,USD,Bank Transfer,Pending,15.47,213.67,45.84,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604583
TXN_20251001_002681,VN_CUST_000396,2025-03-11T21:55:24.604587,Audio,Electronics Product 4284,4,1169.65,4992.83,USD,Bank Transfer,Pending,7.0,374.29,67.06,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604593
TXN_20251001_002682,VN_CUST_000148,2025-01-24T21:55:24.604600,Audio,Electronics Product 4418,1,855.28,952.34,USD,Bank Transfer,Pending,46.66,68.42,18.02,Store,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604605
TXN_20251001_002683,VN_CUST_000019,2025-07-18T21:55:24.604610,Electronics,Electronics Product 2092,3,1676.57,5407.85,USD,PayPal,Failed,22.49,402.38,46.73,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604617
TXN_20251001_002684,VN_CUST_000060,2024-12-17T21:55:24.604622,Computing,Electronics Product 3137,2,1300.05,2827.03,USD,Credit Card,Failed,37.58,208.01,18.66,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604627
TXN_20251001_002685,VN_CUST_000198,2025-01-10T21:55:24.604633,Gaming,Electronics Product 4914,4,1722.75,7483.96,USD,Credit Card,Failed,45.21,551.28,3.53,Phone,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604640
TXN_20251001_002686,CUST_00000363,2025-06-04T21:55:24.604645,Audio,Electronics Product 2648,1,723.16,760.45,USD,Bank Transfer,Failed,44.95,57.85,65.51,Mobile App,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604653
TXN_20251001_002687,CUST_00000945,2025-01-23T21:55:24.604657,Audio,Electronics Product 8391,4,656.18,2829.41,USD,Credit Card,Completed,9.06,209.98,14.35,Store,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604664
TXN_20251001_002688,CUST_00000564,2024-11-25T21:55:24.604670,Gaming,Electronics Product 7367,5,1231.46,6614.18,USD,PayPal,Completed,17.45,492.58,53.15,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604676
TXN_20251001_002689,CUST_00000603,2024-12-12T21:55:24.604681,Electronics,Electronics Product 1911,4,979.36,4174.5,USD,Cash,Completed,14.12,313.4,70.46,Web,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604689
TXN_20251001_002690,VN_CUST_000444,2025-08-20T21:55:24.604696,Electronics,Electronics Product 9888,5,1996.43,10749.98,USD,Credit Card,Pending,27.94,798.57,58.68,Web,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604701
TXN_20251001_002691,VN_CUST_000114,2025-04-19T21:55:24.604706,Gaming,Electronics Product 9090,3,1440.7,4665.49,USD,PayPal,Pending,16.8,345.77,19.18,Phone,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604715
TXN_20251001_002692,VN_CUST_000742,2025-08-04T21:55:24.604721,Audio,Electronics Product 2375,5,1009.49,5388.51,USD,Bank Transfer,Completed,23.74,403.8,86.48,Web,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604726
TXN_20251001_002693,CUST_00000721,2024-12-23T21:55:24.604731,Audio,Electronics Product 4506,3,336.29,1081.43,USD,Bank Transfer,Completed,20.93,80.71,29.08,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604736
TXN_20251001_002694,VN_CUST_000771,2025-04-20T21:55:24.604741,Gaming,Electronics Product 5199,3,307.48,950.97,USD,Credit Card,Completed,22.67,73.8,67.94,Phone,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604746
TXN_20251001_002695,CUST_00000068,2025-09-12T21:55:24.604751,Gaming,Electronics Product 3043,4,1298.38,5635.38,USD,Cash,Pending,41.53,415.48,15.15,Phone,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604757
TXN_20251001_002696,CUST_00000364,2025-02-08T21:55:24.604761,Computing,Electronics Product 1786,1,1390.21,1490.25,USD,Cash,Completed,8.21,111.22,19.39,Store,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604766
TXN_20251001_002697,CUST_00000247,2025-08-11T21:55:24.604771,Audio,Electronics Product 9550,3,982.22,3172.85,USD,Bank Transfer,Completed,47.1,235.73,56.64,Mobile App,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604776
TXN_20251001_002698,CUST_00000765,2024-12-19T21:55:24.604780,Gaming,Electronics Product 1520,4,827.38,3503.71,USD,PayPal,Pending,23.6,264.76,94.17,Web,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604785
TXN_20251001_002699,VN_CUST_000535,2025-09-27T21:55:24.604789,Gaming,Electronics Product 9591,1,1042.54,1091.17,USD,PayPal,Pending,46.77,83.4,81.54,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604795
TXN_20251001_002700,CUST_00000340,2024-10-24T21:55:24.604799,Audio,Electronics Product 2173,3,1791.84,5753.99,USD,PayPal,Failed,5.99,430.04,57.56,Mobile App,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604805
TXN_20251001_002701,VN_CUST_000639,2025-07-16T21:55:24.604811,Mobile,Electronics Product 6072,4,552.51,2334.24,USD,Bank Transfer,Pending,21.48,176.8,74.08,Web,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604816
TXN_20251001_002702,VN_CUST_000637,2025-02-25T21:55:24.604820,Audio,Electronics Product 9994,4,1752.62,7575.01,USD,Bank Transfer,Pending,5.07,560.84,1.38,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604825
TXN_20251001_002703,CUST_00000231,2024-10-23T21:55:24.604829,Electronics,Electronics Product 4189,1,734.01,798.25,USD,Credit Card,Pending,12.39,58.72,6.87,Web,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604834
TXN_20251001_002704,CUST_00000481,2025-02-13T21:55:24.604839,Computing,Electronics Product 2215,1,313.43,288.81,USD,PayPal,Completed,34.34,25.07,84.03,Store,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604844
TXN_20251001_002705,CUST_00000176,2024-12-28T21:55:24.604849,Audio,Electronics Product 5138,4,561.53,2445.09,USD,Bank Transfer,Pending,44.18,179.69,24.9,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604855
TXN_20251001_002706,VN_CUST_000566,2025-02-27T21:55:24.604860,Audio,Electronics Product 5995,4,793.96,3475.71,USD,Credit Card,Completed,49.04,254.07,3.24,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604866
TXN_20251001_002707,VN_CUST_000700,2025-01-09T21:55:24.604871,Electronics,Electronics Product 9140,3,1843.64,5975.81,USD,PayPal,Completed,48.2,442.47,45.78,Mobile App,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604877
TXN_20251001_002708,CUST_00000778,2024-11-15T21:55:24.604884,Electronics,Electronics Product 2208,5,693.09,3767.77,USD,Bank Transfer,Pending,40.87,277.24,15.79,Mobile App,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604889
TXN_20251001_002709,VN_CUST_000707,2025-05-04T21:55:24.604894,Computing,Electronics Product 4018,3,1623.24,5224.15,USD,Credit Card,Pending,44.56,389.58,79.71,Phone,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604901
TXN_20251001_002710,VN_CUST_000054,2025-09-05T21:55:24.604906,Computing,Electronics Product 4968,4,1398.02,6048.48,USD,Cash,Pending,46.77,447.37,37.74,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604911
TXN_20251001_002711,CUST_00000293,2025-03-03T21:55:24.604915,Electronics,Electronics Product 2729,5,320.19,1701.58,USD,PayPal,Failed,45.34,128.08,72.79,Mobile App,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604920
TXN_20251001_002712,CUST_00000467,2025-07-03T21:55:24.604924,Mobile,Electronics Product 7527,1,412.91,448.05,USD,Cash,Completed,16.9,33.03,14.79,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604930
TXN_20251001_002713,CUST_00000700,2025-03-29T21:55:24.604935,Computing,Electronics Product 9436,1,1469.44,1627.71,USD,Bank Transfer,Pending,43.25,117.56,2.54,Web,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604940
TXN_20251001_002714,VN_CUST_000097,2024-12-30T21:55:24.604945,Electronics,Electronics Product 9008,5,298.52,1621.3,USD,Credit Card,Pending,18.79,119.41,9.5,Phone,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604950
TXN_20251001_002715,CUST_00000357,2025-08-05T21:55:24.604955,Electronics,Electronics Product 5416,5,1337.37,7135.37,USD,PayPal,Pending,6.11,534.95,92.54,Store,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604960
TXN_20251001_002716,CUST_00000866,2025-08-06T21:55:24.604966,Audio,Electronics Product 1762,4,977.71,4230.22,USD,Bank Transfer,Pending,19.78,312.87,13.27,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604973
TXN_20251001_002717,CUST_00000342,2025-01-18T21:55:24.604980,Gaming,Electronics Product 6719,1,664.25,648.2,USD,Cash,Completed,17.95,53.14,87.14,Mobile App,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604985
TXN_20251001_002718,VN_CUST_000537,2025-09-20T21:55:24.604989,Audio,Electronics Product 4371,3,155.34,454.78,USD,Bank Transfer,Pending,33.01,37.28,81.53,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.604994
TXN_20251001_002719,VN_CUST_000507,2024-10-20T21:55:24.604999,Mobile,Electronics Product 1180,3,1581.87,5081.1,USD,PayPal,Failed,46.56,379.65,90.72,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.605004
TXN_20251001_002720,VN_CUST_000750,2025-01-16T21:55:24.605008,Computing,Electronics Product 4875,4,1529.36,6584.88,USD,PayPal,Pending,38.31,489.4,60.27,Store,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.605013
TXN_20251001_002721,VN_CUST_000881,2025-04-15T21:55:24.605020,Computing,Electronics Product 2137,2,689.58,1440.74,USD,PayPal,Completed,43.56,110.33,92.31,Web,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.605025
TXN_20251001_002722,VN_CUST_000944,2025-03-12T21:55:24.605029,Gaming,Electronics Product 2331,1,868.86,939.21,USD,Cash,Pending,15.54,69.51,14.7,Phone,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.605034
TXN_20251001_002723,VN_CUST_000841,2025-09-18T21:55:24.605040,Gaming,Electronics Product 8759,3,1086.61,3473.77,USD,Credit Card,Completed,5.68,260.79,52.53,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.605044
TXN_20251001_002724,VN_CUST_000719,2025-04-06T21:55:24.605050,Gaming,Electronics Product 8241,5,729.35,3939.73,USD,Cash,Completed,18.38,291.74,17.14,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.605055
TXN_20251001_002725,VN_CUST_000510,2025-04-06T21:55:24.605060,Electronics,Electronics Product 7215,5,124.18,663.2,USD,Bank Transfer,Failed,8.85,49.67,16.22,Phone,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.605067
