product_id,product_name,brand,category,subcategory,price_usd,price_vnd,original_price_usd,discount_percentage,rating,review_count,stock_quantity,weight_kg,warranty_months,is_featured,launch_date,description,market_focus,vietnam_popularity_score,platform_availability,payment_methods_supported,data_source,created_at,target_market,market_size_usd,market_growth_rate,mobile_commerce_penetration,integrated_id,source_type,source_platform,availability,crawl_timestamp,url
,OPPO Product 3054,OPPO,may-tinh-ban,may-tinh-ban,902.4583333333334,21659000.0,,,4.0,658,,,12,0,,"Sản phẩm Product 3054 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_f41348ce,crawled,fptshop,True,2025-10-01 21:15:22.734339,https://fptshop.com/product/7c7e2150
,OPPO Product 1327,OPPO,may-tinh-ban,may-tinh-ban,1907.875,45789000.0,2763.4583333333335,31.0,3.6,473,,,12,0,,"Sản phẩm Product 1327 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_8bf42c8f,crawled,fptshop,True,2025-10-01 21:15:22.851077,https://fptshop.com/product/c54fa14a
,Asanzo Product 3832,Asanzo,may-tinh-ban,may-tinh-ban,1537.0833333333333,36890000.0,1990.375,22.8,4.9,819,,,12,0,,"Sản phẩm Product 3832 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_b0d4f598,crawled,fptshop,True,2025-10-01 21:15:22.967774,https://fptshop.com/product/039f67fe
,FPT Product 1517,FPT,may-tinh-ban,may-tinh-ban,1894.0416666666667,45457000.0,2779.4166666666665,31.9,4.7,1695,,,12,0,,"Sản phẩm Product 1517 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_384efaa5,crawled,fptshop,True,2025-10-01 21:15:23.068258,https://fptshop.com/product/d6fc469f
,Samsung Product 2472,Samsung,may-tinh-ban,may-tinh-ban,1736.875,41685000.0,,,4.3,884,,,12,0,,"Sản phẩm Product 2472 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_193651db,crawled,fptshop,True,2025-10-01 21:15:23.168998,https://fptshop.com/product/2fae027e
,Apple Product 8232,Apple,may-tinh-ban,may-tinh-ban,1297.25,31134000.0,1932.0416666666667,32.9,3.9,603,,,12,0,,"Sản phẩm Product 8232 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_12de9e15,crawled,fptshop,True,2025-10-01 21:15:23.269258,https://fptshop.com/product/363afe06
,OPPO Product 6934,OPPO,may-tinh-ban,may-tinh-ban,421.0,10104000.0,481.875,12.6,4.2,62,,,12,0,,"Sản phẩm Product 6934 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_834df1c7,crawled,fptshop,False,2025-10-01 21:15:23.369988,https://fptshop.com/product/1d88c8f0
,Vivo Product 7882,Vivo,may-tinh-ban,may-tinh-ban,538.375,12921000.0,,,3.8,1446,,,12,0,,"Sản phẩm Product 7882 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_40954938,crawled,fptshop,True,2025-10-01 21:15:23.483924,https://fptshop.com/product/0a1c77f8
,OPPO Product 7027,OPPO,dien-thoai,dien-thoai,1538.7083333333333,36929000.0,1972.9583333333333,22.0,4.1,948,,,12,0,,"Sản phẩm Product 7027 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_e4df84fd,crawled,fptshop,False,2025-10-01 21:16:47.683750,https://fptshop.com/product/3493576c
,Xiaomi Product 5933,Xiaomi,dien-thoai,dien-thoai,285.0416666666667,6841000.0,,,3.6,224,,,12,0,,"Sản phẩm Product 5933 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_039a76c4,crawled,fptshop,True,2025-10-01 21:16:47.791064,https://fptshop.com/product/f4f598ed
,Viettel Product 9855,Viettel,dien-thoai,dien-thoai,1310.2916666666667,31447000.0,,,3.7,1659,,,12,0,,"Sản phẩm Product 9855 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_6fb324ee,crawled,fptshop,True,2025-10-01 21:16:47.900391,https://fptshop.com/product/2f2de830
,Samsung Product 8300,Samsung,dien-thoai,dien-thoai,1678.75,40290000.0,,,4.3,1044,,,12,0,,"Sản phẩm Product 8300 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_1c66805d,crawled,fptshop,True,2025-10-01 21:16:48.006317,https://fptshop.com/product/dc5d3cf0
,FPT Product 7298,FPT,dien-thoai,dien-thoai,37.333333333333336,896000.0,51.375,27.3,4.4,339,,,12,0,,"Sản phẩm Product 7298 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_60e0f5b1,crawled,fptshop,True,2025-10-01 21:16:48.110897,https://fptshop.com/product/d54c4f41
,BKAV Product 4479,BKAV,dien-thoai,dien-thoai,1283.5833333333333,30806000.0,,,3.7,1999,,,12,0,,"Sản phẩm Product 4479 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_34dbcf72,crawled,fptshop,True,2025-10-01 21:16:48.217560,https://fptshop.com/product/e99b0001
,Xiaomi Product 7286,Xiaomi,dien-thoai,dien-thoai,507.75,12186000.0,,,5.0,762,,,12,0,,"Sản phẩm Product 7286 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_a55c1a54,crawled,fptshop,True,2025-10-01 21:16:48.325214,https://fptshop.com/product/285c0fcd
,OPPO Product 2510,OPPO,dien-thoai,dien-thoai,477.625,11463000.0,,,4.2,1323,,,12,0,,"Sản phẩm Product 2510 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_a4902fa1,crawled,fptshop,True,2025-10-01 21:16:48.432127,https://fptshop.com/product/e5450484
,OPPO Product 4997,OPPO,dien-thoai,dien-thoai,1684.125,40419000.0,,,3.5,1986,,,12,0,,"Sản phẩm Product 4997 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_d2b10bde,crawled,fptshop,True,2025-10-01 21:16:48.539989,https://fptshop.com/product/bfaaaacf
,Asanzo Product 1048,Asanzo,dien-thoai,dien-thoai,862.5833333333334,20702000.0,,,3.7,1193,,,12,0,,"Sản phẩm Product 1048 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_c6f9d227,crawled,fptshop,True,2025-10-01 21:16:48.645250,https://fptshop.com/product/f51828d6
,Vivo Product 6072,Vivo,dien-thoai,dien-thoai,1676.1666666666667,40228000.0,2273.6666666666665,26.3,3.9,1757,,,12,0,,"Sản phẩm Product 6072 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_2fccbd6b,crawled,fptshop,True,2025-10-01 21:16:48.750578,https://fptshop.com/product/e3c302e4
,Samsung Product 5673,Samsung,dien-thoai,dien-thoai,195.875,4701000.0,285.875,31.5,4.0,1345,,,12,0,,"Sản phẩm Product 5673 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_10c81ec8,crawled,fptshop,True,2025-10-01 21:16:48.860860,https://fptshop.com/product/2420e8f2
,BKAV Product 6147,BKAV,dien-thoai,dien-thoai,1071.0416666666667,25705000.0,1386.125,22.7,4.6,457,,,12,0,,"Sản phẩm Product 6147 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_431aab2c,crawled,fptshop,True,2025-10-01 21:16:48.961634,https://fptshop.com/product/4da68374
,OPPO Product 3868,OPPO,dien-thoai,dien-thoai,946.125,22707000.0,1242.25,23.8,4.1,138,,,12,0,,"Sản phẩm Product 3868 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_a15d37b7,crawled,fptshop,True,2025-10-01 21:16:49.067303,https://fptshop.com/product/74d048f9
,BKAV Product 3196,BKAV,dien-thoai,dien-thoai,801.5833333333334,19238000.0,,,4.8,383,,,12,0,,"Sản phẩm Product 3196 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_6e605a97,crawled,fptshop,False,2025-10-01 21:16:49.169574,https://fptshop.com/product/d5373b4d
,Samsung Product 9350,Samsung,dien-thoai,dien-thoai,1144.0416666666667,27457000.0,1509.625,24.2,4.4,1956,,,12,0,,"Sản phẩm Product 9350 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_af2014d3,crawled,fptshop,True,2025-10-01 21:16:49.283057,https://fptshop.com/product/5f6ecf79
,Realme Product 7164,Realme,dien-thoai,dien-thoai,666.0833333333334,15986000.0,856.0,22.2,4.1,1392,,,12,0,,"Sản phẩm Product 7164 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_a5cbff42,crawled,fptshop,False,2025-10-01 21:16:49.384125,https://fptshop.com/product/db5aaaef
,FPT Product 2908,FPT,dien-thoai,dien-thoai,177.125,4251000.0,222.54166666666666,20.4,4.0,753,,,12,0,,"Sản phẩm Product 2908 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_abd78305,crawled,fptshop,True,2025-10-01 21:16:49.489274,https://fptshop.com/product/ffb37961
,FPT Product 2819,FPT,dien-thoai,dien-thoai,1017.6666666666666,24424000.0,1169.125,13.0,4.5,1738,,,12,0,,"Sản phẩm Product 2819 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_d911dc66,crawled,fptshop,True,2025-10-01 21:16:49.589613,https://fptshop.com/product/b13e3cde
,Xiaomi Product 2092,Xiaomi,dien-thoai,dien-thoai,445.4166666666667,10690000.0,,,3.8,41,,,12,0,,"Sản phẩm Product 2092 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_7cf88283,crawled,fptshop,True,2025-10-01 21:16:49.690800,https://fptshop.com/product/1fe2fb2b
,VinSmart MacBook Pro M3,VinSmart,laptop,laptop,320.0,7680000.0,,,3.6,736,,,12,0,,"Sản phẩm MacBook Pro M3 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_fa9ee018,crawled,fptshop,True,2025-10-01 21:16:51.017555,https://fptshop.com/product/68e59350
,FPT Lenovo ThinkPad X1,FPT,laptop,laptop,1827.0416666666667,43849000.0,2511.0833333333335,27.2,3.6,99,,,12,0,,"Sản phẩm Lenovo ThinkPad X1 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_50f765f5,crawled,fptshop,True,2025-10-01 21:16:51.231083,https://fptshop.com/product/92534e46
,FPT Asus ROG Strix,FPT,laptop,laptop,335.25,8046000.0,462.625,27.5,4.8,1367,,,12,0,,"Sản phẩm Asus ROG Strix chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_c2f6f390,crawled,fptshop,False,2025-10-01 21:16:51.342830,https://fptshop.com/product/6cc3c145
,VinSmart Dell XPS 13,VinSmart,laptop,laptop,676.5,16236000.0,836.3333333333334,19.1,3.7,1357,,,12,0,,"Sản phẩm Dell XPS 13 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_80001fe2,crawled,fptshop,True,2025-10-01 21:16:51.757408,https://fptshop.com/product/14207925
,Xiaomi Acer Predator Helios,Xiaomi,laptop,laptop,746.8333333333334,17924000.0,,,3.9,351,,,12,0,,"Sản phẩm Acer Predator Helios chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_c2c2709b,crawled,fptshop,True,2025-10-01 21:16:51.860812,https://fptshop.com/product/0ecadabc
,Vivo MacBook Pro M3,Vivo,laptop,laptop,768.375,18441000.0,,,4.8,342,,,12,0,,"Sản phẩm MacBook Pro M3 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_b2ee0cbd,crawled,fptshop,True,2025-10-01 21:16:52.071353,https://fptshop.com/product/c860120a
,OPPO MacBook Pro M3,OPPO,laptop,laptop,1502.5,36060000.0,,,4.3,147,,,12,0,,"Sản phẩm MacBook Pro M3 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_d6f86890,crawled,fptshop,True,2025-10-01 21:16:52.182188,https://fptshop.com/product/b7d3524a
,Viettel HP Spectre x360,Viettel,laptop,laptop,1334.4166666666667,32026000.0,1946.8333333333333,31.5,4.7,1810,,,12,0,,"Sản phẩm HP Spectre x360 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_53937819,crawled,fptshop,True,2025-10-01 21:16:52.283415,https://fptshop.com/product/3aa5c75a
,Realme Dell XPS 13,Realme,laptop,laptop,1672.1666666666667,40132000.0,1906.125,12.3,4.8,1445,,,12,0,,"Sản phẩm Dell XPS 13 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_b99cd2d0,crawled,fptshop,True,2025-10-01 21:16:52.385139,https://fptshop.com/product/9488283a
,Asanzo MacBook Pro M3,Asanzo,laptop,laptop,2049.0416666666665,49177000.0,3043.8333333333335,32.7,4.3,1310,,,12,0,,"Sản phẩm MacBook Pro M3 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_1c2b6f7d,crawled,fptshop,True,2025-10-01 21:16:52.490447,https://fptshop.com/product/d0441768
,Realme MacBook Pro M3,Realme,laptop,laptop,334.6666666666667,8032000.0,471.5416666666667,29.0,4.5,1892,,,12,0,,"Sản phẩm MacBook Pro M3 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_c22ff8fe,crawled,fptshop,True,2025-10-01 21:16:52.813093,https://fptshop.com/product/78d4725a
,Viettel Huawei MatePad Pro,Viettel,tablet,tablet,158.75,3810000.0,,,4.1,351,,,12,0,,"Sản phẩm Huawei MatePad Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_5bc9175e,crawled,fptshop,True,2025-10-01 21:16:54.121060,https://fptshop.com/product/89eb3a31
,Vivo Lenovo Tab P12 Pro,Vivo,tablet,tablet,426.5,10236000.0,,,4.4,1893,,,12,0,,"Sản phẩm Lenovo Tab P12 Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_e5d4b5ea,crawled,fptshop,True,2025-10-01 21:16:54.228681,https://fptshop.com/product/1719a349
,OPPO Xiaomi Pad 6 Pro,OPPO,tablet,tablet,364.9166666666667,8758000.0,,,4.9,246,,,12,0,,"Sản phẩm Xiaomi Pad 6 Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_b616bde6,crawled,fptshop,True,2025-10-01 21:16:54.452186,https://fptshop.com/product/dc972314
,Asanzo iPad Pro M2,Asanzo,tablet,tablet,1299.1666666666667,31180000.0,1683.4583333333333,22.8,4.4,528,,,12,0,,"Sản phẩm iPad Pro M2 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_eeaec9f8,crawled,fptshop,True,2025-10-01 21:16:54.670022,https://fptshop.com/product/43865302
,FPT iPad Pro M2,FPT,tablet,tablet,1071.4583333333333,25715000.0,1262.8333333333333,15.2,4.5,393,,,12,0,,"Sản phẩm iPad Pro M2 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_96646376,crawled,fptshop,True,2025-10-01 21:16:54.979254,https://fptshop.com/product/2c7681a0
,OPPO Samsung Galaxy Tab S9,OPPO,tablet,tablet,1419.25,34062000.0,1739.9583333333333,18.4,4.9,859,,,12,0,,"Sản phẩm Samsung Galaxy Tab S9 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_5c1d28f4,crawled,fptshop,True,2025-10-01 21:16:55.853412,https://fptshop.com/product/d8cbd4dc
,VinSmart Huawei MatePad Pro,VinSmart,tablet,tablet,735.1666666666666,17644000.0,,,4.2,1787,,,12,0,,"Sản phẩm Huawei MatePad Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_000ae201,crawled,fptshop,True,2025-10-01 21:16:56.178858,https://fptshop.com/product/ff1a27ff
,BKAV Lenovo Tab P12 Pro,BKAV,tablet,tablet,898.375,21561000.0,,,4.1,166,,,12,0,,"Sản phẩm Lenovo Tab P12 Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_0a17e4fd,crawled,fptshop,True,2025-10-01 21:16:56.284220,https://fptshop.com/product/59a53c25
,Vivo Product 8236,Vivo,dong-ho-thong-minh,dong-ho-thong-minh,206.75,4962000.0,280.6666666666667,26.3,4.0,1488,,,12,0,,"Sản phẩm Product 8236 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_96c3f15e,crawled,fptshop,True,2025-10-01 21:16:58.026160,https://fptshop.com/product/36f0f790
,VinSmart Product 5922,VinSmart,dong-ho-thong-minh,dong-ho-thong-minh,724.3333333333334,17384000.0,829.0,12.6,3.7,93,,,12,0,,"Sản phẩm Product 5922 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_5eb26fd4,crawled,fptshop,True,2025-10-01 21:16:58.138554,https://fptshop.com/product/f226a1c4
,BKAV Product 3607,BKAV,dong-ho-thong-minh,dong-ho-thong-minh,1661.7916666666667,39883000.0,2389.2916666666665,30.4,3.6,1382,,,12,0,,"Sản phẩm Product 3607 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_78aecb1c,crawled,fptshop,True,2025-10-01 21:16:58.249696,https://fptshop.com/product/31ec0b52
,Apple Product 8853,Apple,dong-ho-thong-minh,dong-ho-thong-minh,1998.9583333333333,47975000.0,,,4.4,95,,,12,0,,"Sản phẩm Product 8853 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_b2ed6a23,crawled,fptshop,True,2025-10-01 21:16:58.358691,https://fptshop.com/product/71417bba
,Viettel Product 9128,Viettel,dong-ho-thong-minh,dong-ho-thong-minh,1538.0833333333333,36914000.0,2252.875,31.7,3.5,1822,,,12,0,,"Sản phẩm Product 9128 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_5952fd2d,crawled,fptshop,True,2025-10-01 21:16:58.467382,https://fptshop.com/product/519243fa
,VinSmart Product 7760,VinSmart,dong-ho-thong-minh,dong-ho-thong-minh,621.5833333333334,14918000.0,,,4.6,99,,,12,0,,"Sản phẩm Product 7760 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_c4e47e61,crawled,fptshop,True,2025-10-01 21:16:58.585942,https://fptshop.com/product/c802f808
,FPT Product 7908,FPT,dong-ho-thong-minh,dong-ho-thong-minh,500.25,12006000.0,722.1666666666666,30.7,4.9,1519,,,12,0,,"Sản phẩm Product 7908 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_2b461292,crawled,fptshop,True,2025-10-01 21:16:58.700048,https://fptshop.com/product/26bc4842
,FPT Product 6153,FPT,dong-ho-thong-minh,dong-ho-thong-minh,495.5,11892000.0,666.7916666666666,25.7,3.9,56,,,12,0,,"Sản phẩm Product 6153 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_e4a16022,crawled,fptshop,True,2025-10-01 21:16:58.805332,https://fptshop.com/product/f3e8e89c
,Samsung Product 7407,Samsung,dong-ho-thong-minh,dong-ho-thong-minh,1077.625,25863000.0,,,4.3,1868,,,12,0,,"Sản phẩm Product 7407 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_f763a5dc,crawled,fptshop,True,2025-10-01 21:16:58.914938,https://fptshop.com/product/f0675fcd
,OPPO Product 5961,OPPO,dong-ho-thong-minh,dong-ho-thong-minh,1263.5416666666667,30325000.0,1879.9166666666667,32.8,3.6,1068,,,12,0,,"Sản phẩm Product 5961 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_cff23e80,crawled,fptshop,True,2025-10-01 21:16:59.017157,https://fptshop.com/product/f59ac407
,Xiaomi Product 6929,Xiaomi,dong-ho-thong-minh,dong-ho-thong-minh,1723.875,41373000.0,2437.0833333333335,29.3,3.6,1642,,,12,0,,"Sản phẩm Product 6929 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_d85a4572,crawled,fptshop,True,2025-10-01 21:16:59.117659,https://fptshop.com/product/dfd58e31
,OPPO Product 1144,OPPO,dong-ho-thong-minh,dong-ho-thong-minh,1202.875,28869000.0,,,3.6,68,,,12,0,,"Sản phẩm Product 1144 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_00dc66e5,crawled,fptshop,True,2025-10-01 21:16:59.231094,https://fptshop.com/product/da09f18d
,FPT Product 1235,FPT,tai-nghe,tai-nghe,1903.375,45681000.0,,,3.8,1892,,,12,0,,"Sản phẩm Product 1235 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_353d748a,crawled,fptshop,True,2025-10-01 21:17:00.537354,https://fptshop.com/product/1a271634
,OPPO Product 9976,OPPO,tai-nghe,tai-nghe,1857.0833333333333,44570000.0,,,5.0,1729,,,12,0,,"Sản phẩm Product 9976 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_b6055c2a,crawled,fptshop,True,2025-10-01 21:17:00.649169,https://fptshop.com/product/4d348618
,Viettel Product 5226,Viettel,tai-nghe,tai-nghe,1799.375,43185000.0,2495.7916666666665,27.9,4.9,74,,,12,0,,"Sản phẩm Product 5226 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_26b516d4,crawled,fptshop,True,2025-10-01 21:17:00.750880,https://fptshop.com/product/eba0d600
,Vivo Product 4960,Vivo,tai-nghe,tai-nghe,1189.7916666666667,28555000.0,1757.75,32.3,3.8,212,,,12,0,,"Sản phẩm Product 4960 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_ac6b34ff,crawled,fptshop,False,2025-10-01 21:17:00.851973,https://fptshop.com/product/660dbea3
,Vivo Product 5445,Vivo,tai-nghe,tai-nghe,1429.125,34299000.0,1618.0416666666667,11.7,4.7,975,,,12,0,,"Sản phẩm Product 5445 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_1eb0a159,crawled,fptshop,True,2025-10-01 21:17:00.956476,https://fptshop.com/product/7751af76
,Viettel Product 3656,Viettel,tai-nghe,tai-nghe,21.375,513000.0,24.875,14.1,4.9,1711,,,12,0,,"Sản phẩm Product 3656 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_ee81536f,crawled,fptshop,True,2025-10-01 21:17:01.056884,https://fptshop.com/product/3ecf849c
,Asanzo Product 3186,Asanzo,tai-nghe,tai-nghe,111.45833333333333,2675000.0,152.79166666666666,27.0,3.9,491,,,12,0,,"Sản phẩm Product 3186 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_f9450df6,crawled,fptshop,True,2025-10-01 21:17:01.162590,https://fptshop.com/product/5e5b5b73
,VinSmart Product 7253,VinSmart,tai-nghe,tai-nghe,1969.7916666666667,47275000.0,,,4.2,143,,,12,0,,"Sản phẩm Product 7253 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_42ea99e5,crawled,fptshop,True,2025-10-01 21:17:01.273453,https://fptshop.com/product/2816b0db
,VinSmart Product 9819,VinSmart,tai-nghe,tai-nghe,1976.1666666666667,47428000.0,2527.75,21.8,4.0,19,,,12,0,,"Sản phẩm Product 9819 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_09579605,crawled,fptshop,True,2025-10-01 21:17:01.390205,https://fptshop.com/product/9f335e27
,Xiaomi Product 1050,Xiaomi,tai-nghe,tai-nghe,944.3333333333334,22664000.0,,,3.7,1745,,,12,0,,"Sản phẩm Product 1050 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_ba90b6fe,crawled,fptshop,True,2025-10-01 21:17:01.498514,https://fptshop.com/product/81021f48
,Asanzo Product 6679,Asanzo,tai-nghe,tai-nghe,1047.1666666666667,25132000.0,,,4.7,547,,,12,0,,"Sản phẩm Product 6679 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_09e3732d,crawled,fptshop,True,2025-10-01 21:17:01.606818,https://fptshop.com/product/48070482
,BKAV Product 6890,BKAV,tai-nghe,tai-nghe,835.4583333333334,20051000.0,,,4.2,814,,,12,0,,"Sản phẩm Product 6890 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_b6a22963,crawled,fptshop,True,2025-10-01 21:17:01.717269,https://fptshop.com/product/8afdd845
,VinSmart Product 4766,VinSmart,tai-nghe,tai-nghe,667.3333333333334,16016000.0,,,4.3,806,,,12,0,,"Sản phẩm Product 4766 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_ecca243a,crawled,fptshop,True,2025-10-01 21:17:01.827137,https://fptshop.com/product/ebcc82af
,Vivo Product 4308,Vivo,tai-nghe,tai-nghe,879.9583333333334,21119000.0,1067.5416666666667,17.6,4.2,1320,,,12,0,,"Sản phẩm Product 4308 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,FPTSHOP_4b7ffe60,crawled,fptshop,True,2025-10-01 21:17:01.929149,https://fptshop.com/product/37f14d1c
